,,,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,refusal_rate,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_mean,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std,subtrait_score_std
paraphrase,,,normal,normal,paraphrase,paraphrase,normal,normal,paraphrase,paraphrase,normal,normal,paraphrase,paraphrase,normal,normal,paraphrase,paraphrase,normal,normal,paraphrase,paraphrase,normal,normal,paraphrase,paraphrase
likert_scale,,,inverse,inverse,inverse,inverse,normal,normal,normal,normal,inverse,inverse,inverse,inverse,normal,normal,normal,normal,inverse,inverse,inverse,inverse,normal,normal,normal,normal
refusal_allowed,,,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal,No Refusal,Refusal
persona,trait,subtrait,,,,,,,,,,,,,,,,,,,,,,,,
base_model,agreeableness,flexibility,0.0,0.19166666666666668,0.0,0.175,0.0,0.09166666666666666,0.0,0.175,3.341666666666667,2.7888333333333337,3.55,3.5028,3.566666666666667,3.244466666666667,3.6083333333333334,3.0833333333333335,0.5816272258801659,0.8061196575564018,0.7834494900427696,0.7722966376669809,0.6050553313730805,0.8283893276478878,0.645552868282007,1.014277399767027
base_model,agreeableness,forgiveness,0.0,0.075,0.0,0.175,0.0,0.058333333333333334,0.0,0.08333333333333333,2.7666666666666666,2.9777666666666667,3.033333333333333,3.3722333333333334,2.8833333333333333,3.0027666666666666,2.7916666666666665,2.9666333333333332,0.7766343538243914,0.5395455101020343,0.7302967433402214,0.6898843323007293,0.6184426120246048,0.758872016074917,0.7224340243511722,0.8443374665803149
base_model,agreeableness,gentleness,0.0,0.16666666666666666,0.0,0.20833333333333334,0.0,0.08333333333333333,0.0,0.2,3.15,3.1499333333333337,2.6083333333333334,2.7584,2.6166666666666667,2.8500666666666663,2.4583333333333335,2.8666666666666667,0.6038668499046731,0.5133893416228604,0.6112569488122522,0.9952655372588627,0.8426490795487573,0.8012476018935906,0.6231293845463054,0.6585657526585427
base_model,agreeableness,patience,0.0,0.15,0.0,0.125,0.0,0.05,0.0,0.11666666666666667,3.075,2.9694,2.808333333333333,2.9722333333333335,3.175,2.8305333333333333,2.7666666666666666,2.7166333333333332,0.6537359479600097,0.8160311691139727,0.7360288756204653,0.8026652019595603,0.7106031920500527,0.7991695574840144,0.9692098926919566,0.9603577452442263
base_model,altruism,altruism,0.0,0.19166666666666668,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.13333333333333333,3.1083333333333334,2.8805666666666667,3.1416666666666666,3.1389,3.1,3.0361333333333334,3.066666666666667,3.0778000000000003,0.7091864369112331,0.9093261879501514,0.832226276148887,0.7195780061234166,0.687323645092651,0.7401045468242208,0.7129749878735813,1.0217758172366653
base_model,conscientiousness,diligence,0.0,0.275,0.0,0.2833333333333333,0.0,0.23333333333333334,0.0,0.20833333333333334,3.2,2.8388333333333335,3.1083333333333334,3.0722333333333336,3.058333333333333,2.6361,3.216666666666667,2.7389666666666668,0.6578439181824631,0.8381832193472989,0.7590923951455553,0.8415440113199701,0.6620349159108283,0.8814569972103202,0.7213891452264684,0.8137577578774577
base_model,conscientiousness,organization,0.0,0.275,0.0,0.23333333333333334,0.0,0.20833333333333334,0.0,0.19166666666666668,3.225,3.3972333333333333,3.0,3.016633333333333,3.15,2.9639333333333338,3.0,2.8361333333333336,0.6674384899981679,0.6519644417706638,0.653241255533539,0.7142751079836519,0.6873236450926509,1.0375761852653929,0.7542980294561157,0.8871656041548287
base_model,conscientiousness,perfectionism,0.0,0.25833333333333336,0.0,0.30833333333333335,0.0,0.075,0.0,0.18333333333333332,2.675,3.025,2.783333333333333,3.0888666666666666,2.725,3.002733333333333,2.841666666666667,3.147266666666667,0.7075638145949367,0.8994075444616212,0.5637517999563488,0.8067382489375662,0.7020597773939786,0.7086074217512257,0.4846049463459783,0.6904906767745991
