persona_uuid,agreeableness_option,conscientiousness_option,emotionality_option,extraversion_option,honesty_humility_option,openness_option
012c2119-a583-4b9f-aeab-0ad4f9a9d69b,0.046263345195729534,0.6903914590747331,0.05693950177935943,0.0,0.1708185053380783,0.03558718861209965
014ba10f-8acd-457e-9037-e261803e157f,0.08333333333333333,0.42424242424242425,0.19318181818181818,0.007575757575757576,0.24621212121212122,0.045454545454545456
023aed03-74e5-4d94-9cb7-e8666f1bba99,0.04513888888888889,0.7847222222222222,0.024305555555555556,0.0,0.1388888888888889,0.006944444444444444
04ded9e6-4f9a-46f4-a599-45a8293be256,0.35611510791366907,0.2805755395683453,0.046762589928057555,0.03597122302158273,0.18705035971223022,0.09352517985611511
059599ce-6ed4-4daa-a731-a9749eada7f1,0.21505376344086022,0.37992831541218636,0.014336917562724014,0.03225806451612903,0.2867383512544803,0.07168458781362007
0802375f-cee6-41d6-aa1d-d761b5627a2b,0.1588447653429603,0.44404332129963897,0.039711191335740074,0.01444043321299639,0.26714801444043323,0.07581227436823104
0820b20a-1b94-49c8-98b5-344755f27912,0.2893772893772894,0.21611721611721613,0.03296703296703297,0.04395604395604396,0.23443223443223443,0.18315018315018314
08b7e46e-5121-4146-97ba-2d6df8176f6b,0.010135135135135136,0.8074324324324325,0.0,0.0033783783783783786,0.15878378378378377,0.02027027027027027
08c6a299-a2cc-4612-99b4-1f361cc05a2f,0.16911764705882354,0.3602941176470588,0.025735294117647058,0.03676470588235294,0.3235294117647059,0.08455882352941177
08ee88fa-a31a-4e3a-98a2-41fe3992531a,0.2898550724637681,0.36594202898550726,0.07971014492753623,0.007246376811594203,0.19927536231884058,0.057971014492753624
08f89dad-0663-4e00-9aeb-1c02853e42aa,0.016722408026755852,0.7959866220735786,0.0,0.0033444816053511705,0.15719063545150502,0.026755852842809364
09190f7c-3163-4a75-acf6-c7412abb7f27,0.25274725274725274,0.315018315018315,0.018315018315018316,0.054945054945054944,0.2783882783882784,0.08058608058608059
09e66043-aebd-4f33-8fc3-9275c1a4f94a,0.37454545454545457,0.2581818181818182,0.07636363636363637,0.014545454545454545,0.2109090909090909,0.06545454545454546
0a2f9ecf-7a5b-4ca0-8a08-757569106836,0.0034602076124567475,0.6401384083044983,0.0,0.11072664359861592,0.23183391003460208,0.01384083044982699
0a7aa465-c63e-47b5-ac15-d3ee1affe14c,0.38489208633093525,0.29136690647482016,0.025179856115107913,0.007194244604316547,0.2014388489208633,0.08992805755395683
0a885c0c-3670-4380-a115-2ed1baf04d68,0.3010752688172043,0.34050179211469533,0.010752688172043012,0.025089605734767026,0.26523297491039427,0.05734767025089606
0ad5560c-0cb9-458f-9c8c-42f0c3e8d332,0.0636042402826855,0.4840989399293286,0.0176678445229682,0.07420494699646643,0.2826855123674912,0.07773851590106007
0b23f99b-f6ba-4c33-af56-00ebdc623800,0.28888888888888886,0.362962962962963,0.025925925925925925,0.022222222222222223,0.24444444444444444,0.05555555555555555
0bb3f691-de89-499d-8143-bb9a3950312e,0.04844290657439446,0.6539792387543253,0.01730103806228374,0.0034602076124567475,0.2179930795847751,0.058823529411764705
0c74725c-7214-4fc5-a591-3242490f793a,0.017241379310344827,0.7724137931034483,0.013793103448275862,0.0034482758620689655,0.1724137931034483,0.020689655172413793
0c769cb6-88a1-4960-8b1e-4b4f38147ec5,0.04964539007092199,0.5780141843971631,0.01773049645390071,0.02127659574468085,0.2872340425531915,0.04609929078014184
0c8a6a77-5233-4cd8-bbdb-8a5b96bba72b,0.10948905109489052,0.3686131386861314,0.032846715328467155,0.06934306569343066,0.2518248175182482,0.1678832116788321
0cb72c58-e3fd-41e5-bcae-62b9fae54947,0.27697841726618705,0.27697841726618705,0.02158273381294964,0.03237410071942446,0.2733812949640288,0.11870503597122302
0eec5e8c-c292-4f78-bf4c-fa337fab358d,0.1801470588235294,0.4338235294117647,0.051470588235294115,0.014705882352941176,0.25735294117647056,0.0625
0fdc0802-cc61-4529-990d-0370b2fddb42,0.04498269896193772,0.7785467128027682,0.010380622837370242,0.0,0.14878892733564014,0.01730103806228374
0ffc5e0a-8f89-4f68-9d23-297dff1f4861,0.0,0.7593220338983051,0.0,0.01694915254237288,0.2,0.023728813559322035
102aed91-3a60-4825-9ab3-83c48e0e0bb4,0.2454212454212454,0.34798534798534797,0.03296703296703297,0.054945054945054944,0.24175824175824176,0.07692307692307693
103109b0-5e10-4577-bde6-96e2a7e63a76,0.20216606498194944,0.3971119133574007,0.02888086642599278,0.021660649819494584,0.2563176895306859,0.09386281588447654
1045aa24-efbb-460b-a671-3bd275692848,0.0851063829787234,0.6595744680851063,0.0035460992907801418,0.0,0.20212765957446807,0.04964539007092199
118c23b1-122b-4be1-b29a-de4b4f90d218,0.11231884057971014,0.23550724637681159,0.018115942028985508,0.15942028985507245,0.3188405797101449,0.15579710144927536
1215d87f-07a4-48e9-add8-2d690f80493d,0.003401360544217687,0.7312925170068028,0.0,0.08503401360544217,0.17346938775510204,0.006802721088435374
13538e99-9c52-4ad5-8a97-3de408e7c74a,0.003367003367003367,0.8417508417508418,0.0,0.0,0.13131313131313133,0.02356902356902357
13fd87c9-20df-401b-8104-5d3ab240a4b8,0.0,0.7303754266211604,0.0,0.08532423208191127,0.18088737201365188,0.0034129692832764505
145589a5-c288-4570-b035-869f14380678,0.11387900355871886,0.45195729537366547,0.010676156583629894,0.042704626334519574,0.28825622775800713,0.09252669039145907
1464becc-1ec2-4e82-a8f8-dd15075e9212,0.024390243902439025,0.6655052264808362,0.006968641114982578,0.020905923344947737,0.25435540069686413,0.027874564459930314
146b22b9-9f2a-4284-bcea-31a27b9f1997,0.03103448275862069,0.803448275862069,0.0,0.0034482758620689655,0.13448275862068965,0.027586206896551724
157c2f4e-5709-41d2-8611-d31c54e495cd,0.10357142857142858,0.6464285714285715,0.02142857142857143,0.0,0.17857142857142858,0.05
15d8ba70-2a0b-4743-be4c-f97f47ca3fab,0.0136986301369863,0.7294520547945206,0.00684931506849315,0.06164383561643835,0.1780821917808219,0.010273972602739725
16155acc-370e-4e42-a194-795b188dc1d5,0.5287769784172662,0.15827338129496402,0.02877697841726619,0.02877697841726619,0.20863309352517986,0.046762589928057555
17d8fbb6-0966-427f-b6e3-59ad68edeb70,0.0,0.6689419795221843,0.0,0.06484641638225255,0.25597269624573377,0.010238907849829351
185f312a-92fb-48e1-8fb7-ce5e9bb1d557,0.03806228373702422,0.7820069204152249,0.031141868512110725,0.0,0.1314878892733564,0.01730103806228374
1930b296-ff52-42db-9c09-de2e8e07986f,0.22302158273381295,0.3776978417266187,0.007194244604316547,0.025179856115107913,0.3057553956834532,0.06115107913669065
194fcf2a-8fff-49c1-9291-950b1bc073d9,0.07636363636363637,0.26181818181818184,0.01818181818181818,0.23636363636363636,0.31636363636363635,0.09090909090909091
19d1158b-b868-481e-b352-6b8e25f5deac,0.08396946564885496,0.5419847328244275,0.15267175572519084,0.011450381679389313,0.18702290076335878,0.022900763358778626
1a21c39f-f69c-4c01-9806-209d8a5fbeb8,0.0035842293906810036,0.5519713261648745,0.0035842293906810036,0.11827956989247312,0.2867383512544803,0.035842293906810034
1ae789c4-75ac-4c81-afef-af62735161d7,0.013651877133105802,0.6484641638225256,0.0034129692832764505,0.06484641638225255,0.2525597269624573,0.017064846416382253
1b380788-aeae-48cb-abb3-15c02ff37436,0.02040816326530612,0.8401360544217688,0.01020408163265306,0.0,0.12244897959183673,0.006802721088435374
